Date;Caused by E;Caused by I;Caused by Iu;Caused by H;Caused by E1;Caused by I1;Caused by Iu1;Caused by H1;Caused by E2;Caused by I2;Caused by Iu2;Caused by H2;
19-Jan-2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Jan-2020;0.06341497368737868;0.0024824058217916;3.6118192567568745E-5;4.117844640531759E-6;0.06341497368737868;0.0024824058217916;3.6118192567568745E-5;4.117844640531759E-6;0.0;0.0;0.0;0.0;
19-Jan-2020;0.12707635335818018;0.00985790340844286;2.1439959173323995E-4;2.4454167277070423E-5;0.12707635335818018;0.00985790340844286;2.1439959173323995E-4;2.4454167277070423E-5;0.0;0.0;0.0;0.0;
19-Jan-2020;0.1911447931783434;0.021991693445867953;6.714704864315284E-4;7.662195168633615E-5;0.1911447931783434;0.021991693445867953;6.714704864315284E-4;7.662195168633615E-5;0.0;0.0;0.0;0.0;
19-Jan-2020;0.2557818803409601;0.0387660107851279;0.0015378074372062389;1.7556343691792138E-4;0.2557818803409601;0.0387660107851279;0.0015378074372062389;1.7556343691792138E-4;0.0;0.0;0.0;0.0;
19-Jan-2020;0.3211504629970757;0.06007965192657675;0.0029383348225486094;3.3561761387933535E-4;0.3211504629970757;0.06007965192657675;0.0029383348225486094;3.3561761387933535E-4;0.0;0.0;0.0;0.0;
20-Jan-2020;0.38741498496544385;0.08584754393788961;0.004992998385143206;5.705850397518824E-4;0.38741498496544385;0.08584754393788961;0.004992998385143206;5.705850397518824E-4;0.0;0.0;0.0;0.0;
20-Jan-2020;0.45474182771378957;0.11600035399762618;0.00781731640240876;8.93790157080798E-4;0.45474182771378957;0.11600035399762618;0.00781731640240876;8.93790157080798E-4;0.0;0.0;0.0;0.0;
20-Jan-2020;0.5232996601367063;0.15048413882233516;0.011522910053545266;0.001318141298333644;0.5232996601367063;0.15048413882233516;0.011522910053545266;0.001318141298333644;0.0;0.0;0.0;0.0;
20-Jan-2020;0.5932597966882397;0.18926003330194457;0.01621801450600073;0.0018561885510166866;0.5932597966882397;0.18926003330194457;0.01621801450600073;0.0018561885510166866;0.0;0.0;0.0;0.0;
20-Jan-2020;0.6647965644606149;0.23230397773533146;0.022007972197809783;0.002520179653074258;0.6647965644606149;0.23230397773533146;0.022007972197809783;0.002520179653074258;0.0;0.0;0.0;0.0;
20-Jan-2020;0.7380876798345526;0.27960648312554953;0.02899570974859187;0.003322114083265582;0.7380876798345526;0.27960648312554953;0.02899570974859187;0.003322114083265582;0.0;0.0;0.0;0.0;
21-Jan-2020;0.8133146353613128;0.3311724340622514;0.03728219989109094;0.004273795506512144;0.8133146353613128;0.3311724340622514;0.03728219989109094;0.004273795506512144;0.0;0.0;0.0;0.0;
21-Jan-2020;0.8906630975721086;0.38702092878741595;0.04696690977695492;0.005386882729831536;0.8906630975721086;0.38702092878741595;0.04696690977695492;0.005386882729831536;0.0;0.0;0.0;0.0;
21-Jan-2020;0.9703233164469728;0.4471851561096349;0.0581482369749576;0.0066729393204163325;0.9703233164469728;0.4471851561096349;0.0581482369749576;0.0066729393204163325;0.0;0.0;0.0;0.0;
21-Jan-2020;1.052490547312634;0.5117123089019813;0.07092393444702566;0.008143482033674668;1.052490547312634;0.5117123089019813;0.07092393444702566;0.008143482033674668;0.0;0.0;0.0;0.0;
21-Jan-2020;1.1373654859776066;0.580663533988945;0.08539152575721994;0.009810028195618941;1.1373654859776066;0.580663533988945;0.08539152575721994;0.009810028195618941;0.0;0.0;0.0;0.0;
21-Jan-2020;1.225154717952608;0.6541139182991476;0.10164871174120521;0.01168414218086685;1.225154717952608;0.6541139182991476;0.10164871174120521;0.01168414218086685;0.0;0.0;0.0;0.0;
22-Jan-2020;1.3160711826457407;0.732152511232621;0.11979376983870267;0.013777481124701653;1.3160711826457407;0.732152511232621;0.11979376983870267;0.013777481124701653;0.0;0.0;0.0;0.0;
22-Jan-2020;1.4103346534646954;0.8148823832644373;0.13992594726893173;0.016101840005123175;1.4103346534646954;0.8148823832644373;0.13992594726893173;0.016101840005123175;0.0;0.0;0.0;0.0;
22-Jan-2020;1.5081722348027156;0.9024207208805053;0.16214584920909492;0.01866919622860542;1.5081722348027156;0.9024207208805053;0.16214584920909492;0.01866919622860542;0.0;0.0;0.0;0.0;
22-Jan-2020;1.6098188769312909;0.994898958016502;0.18655582311852528;0.02149175385135836;1.6098188769312909;0.994898958016502;0.18655582311852528;0.02149175385135836;0.0;0.0;0.0;0.0;
22-Jan-2020;1.7155179098706854;1.092462944247288;0.21326034033618776;0.02458198756626932;1.7155179098706854;1.092462944247288;0.21326034033618776;0.02458198756626932;0.0;0.0;0.0;0.0;
22-Jan-2020;1.8255215973595627;1.1952731500518838;0.24236637606679595;0.027952686584371635;1.8255215973595627;1.1952731500518838;0.24236637606679595;0.027952686584371635;0.0;0.0;0.0;0.0;
