Date;S;V1;V2;V3;V4;E;I;Iu;HR;HD;Q;R;D;Du;E1;I1;Iu1;HR1;HD1;Q1;R1;D1;Du1;E2;I2;Iu2;HR2;HD2;Q2;R2;D2;Du2;
19-Jan-2020;6.0316998E7;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Jan-2020;6.031699793407633E7;0.0;0.0;0.0;0.0;2.005250807480222;0.05967321891386386;9.091471720704051E-4;4.861208298006682E-5;1.4389051475605292E-5;1.747035061229805E-5;4.039013874392668E-8;2.398175245934215E-7;4.17712532397047E-6;2.005250807480222;0.05967321891386386;9.091471720704051E-4;4.861208298006682E-5;1.4389051475605292E-5;1.747035061229805E-5;4.039013874392668E-8;2.398175245934215E-7;4.17712532397047E-6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Jan-2020;6.031699786285567E7;0.0;0.0;0.0;0.0;2.015562855218045;0.1176224023613239;0.0035784536328041785;1.917766538283543E-4;5.6358621612084734E-5;6.983388851637122E-5;2.4223098381876194E-7;1.4189454093882553E-6;1.6587818813233615E-5;2.015562855218045;0.1176224023613239;0.0035784536328041785;1.917766538283543E-4;5.6358621612084734E-5;6.983388851637122E-5;2.4223098381876194E-7;1.4189454093882553E-6;1.6587818813233615E-5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Jan-2020;6.031699778615997E7;0.0;0.0;0.0;0.0;2.0309604816132283;0.1740552533250918;0.00792668221882945;4.257759699653104E-4;1.2423193227345037E-4;1.5707661213965887E-4;7.668310223262526E-7;4.428787974147173E-6;3.7005254711282714E-5;2.0309604816132283;0.1740552533250918;0.00792668221882945;4.257759699653104E-4;1.2423193227345037E-4;1.5707661213965887E-4;7.668310223262526E-7;4.428787974147173E-6;3.7005254711282714E-5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Jan-2020;6.031699770380002E7;0.0;0.0;0.0;0.0;2.0514782777450966;0.22917354398145728;0.013880272545020155;7.472666067172061E-4;2.16484843125679E-4;2.7926132812850895E-4;1.7756115750339043E-6;1.0107400897465996E-5;6.523127052274116E-5;2.0514782777450966;0.22917354398145728;0.013880272545020155;7.472666067172061E-4;2.16484843125679E-4;2.7926132812850895E-4;1.7756115750339043E-6;1.0107400897465996E-5;6.523127052274116E-5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
19-Jan-2020;6.031699761557497E7;0.0;0.0;0.0;0.0;2.0771612939286843;0.28317361876050484;0.021373028555232668;0.0011532659257388336;3.3173813868096443E-4;4.365283086010318E-4;3.4304634655631977E-6;1.924445059424339E-5;1.010955719146785E-4;2.0771612939286843;0.28317361876050484;0.021373028555232668;0.0011532659257388336;3.3173813868096443E-4;4.365283086010318E-4;3.4304634655631977E-6;1.924445059424339E-5;1.010955719146785E-4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Jan-2020;6.031699752127174E7;0.0;0.0;0.0;0.0;2.1080652613137687;0.3362468872930364;0.030345826854596143;0.0016411395061020008;4.687503057899838E-4;6.290960800669147E-4;5.894107033020418E-6;3.258592466875919E-5;1.444550073384264E-4;2.1080652613137687;0.3362468872930364;0.030345826854596143;0.0016411395061020008;4.687503057899838E-4;6.290960800669147E-4;5.894107033020418E-6;3.258592466875919E-5;1.444550073384264E-4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Jan-2020;6.03169974206645E7;0.0;0.0;0.0;0.0;2.144256829550563;0.3885803080394068;0.0407463451484427;0.0022085895111560814;6.26410780868222E-4;8.572623488694442E-4;9.33045610810332E-6;5.0838609446395954E-5;1.951929110116974E-4;2.144256829550563;0.3885803080394068;0.0407463451484427;0.0022085895111560814;6.26410780868222E-4;8.572623488694442E-4;9.33045610810332E-6;5.0838609446395954E-5;1.951929110116974E-4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Jan-2020;6.031699731351403E7;0.0;0.0;0.0;0.0;2.1858138215553824;0.4403568634000535;0.05252881014944938;0.002853643965869313;8.037336472020207E-4;0.0011214050681378047;1.3904986595473848E-5;7.467434991423333E-5;2.5321851301245965E-4;2.1858138215553824;0.4403568634000535;0.05252881014944938;0.002853643965869313;8.037336472020207E-4;0.0011214050681378047;1.3904986595473848E-5;7.467434991423333E-5;2.5321851301245965E-4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
20-Jan-2020;6.031699719956717E7;0.0;0.0;0.0;0.0;2.232825506422747;0.49175602711226823;0.06565376435052142;0.003574646920950908;9.99851763707133E-4;0.0014219836513912176;1.9785110328606095E-5;1.0473410676271922E-4;3.1846641534832214E-4;2.232825506422747;0.49175602711226823;0.06565376435052142;0.003574646920950908;9.99851763707133E-4;0.0014219836513912176;1.9785110328606095E-5;1.0473410676271922E-4;3.1846641534832214E-4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
