Date;Total Re;Re1;Re E1;Re I1;Re Iu1;Re HR1;Re HD1;
19-Jan-2020;8.028802484394316;8.028802484394316;1.0133093690068293;2.495999187003559;3.926344402429559;0.536069462835244;0.05708006311912415;
19-Jan-2020;8.028801616621676;8.028801616621676;1.0133093656897858;2.4959991455961394;3.926343813527384;0.5360692327232256;0.05708005908514001;
19-Jan-2020;8.028800706313753;8.028800706313753;1.0133093621915765;2.49599910210257;3.926343195810524;0.5360689913554783;0.057080054853605296;
19-Jan-2020;8.028799751361719;8.028799751361719;1.0133093585041568;2.495999056390935;3.9263425478701985;0.5360687381815581;0.05708005041486998;
19-Jan-2020;8.028798749613188;8.028798749613188;1.013309354619059;2.495999008382517;3.9263418682287003;0.5360684726240991;0.05708004575881155;
19-Jan-2020;8.028797698750802;8.028797698750802;1.0133093505273714;2.4959989579351007;3.926341155336021;0.5360681940774981;0.057080040874811847;
20-Jan-2020;8.028796596403474;8.028796596403474;1.0133093462197196;2.49599890495917;3.9263404075663186;0.5360679019065324;0.05708003575173276;
20-Jan-2020;8.028795440024426;8.028795440024426;1.0133093416862426;2.495998849301176;3.9263396232142025;0.536067595444914;0.05708003037789093;
20-Jan-2020;8.028794227001947;8.028794227001947;1.0133093369165702;2.4959987908597174;3.926338800490859;0.5360672739937687;0.05708002474103116;
20-Jan-2020;8.028792954536875;8.028792954536875;1.0133093318998;2.495998729468781;3.926337937519953;0.5360669368200436;0.05708001882829822;
20-Jan-2020;8.028791619767922;8.028791619767922;1.0133093266244708;2.495998665029043;3.926337032333364;0.5360665831548365;0.05708001262620774;
20-Jan-2020;8.02879021965918;8.02879021965918;1.0133093210727673;2.4959985974074588;3.9263360828666958;0.5360662121916431;0.057080006120615485;
21-Jan-2020;8.028788750999786;8.028788750999786;1.013309315214263;2.4959985264497635;3.9263350869545572;0.5360658230845176;0.05707999929668482;
21-Jan-2020;8.028787210450055;8.028787210450055;1.0133093090453233;2.4959984519940916;3.926334042325639;0.5360654149461468;0.057079992138853196;
21-Jan-2020;8.028785594484185;8.028785594484185;1.0133093025394317;2.4959983738706075;3.9263329465975247;0.5360649868458253;0.057079984630796485;
21-Jan-2020;8.028783899426589;8.028783899426589;1.0133092956914769;2.4959982919011234;3.926331797271262;0.5360645378073364;0.05707997675539172;
21-Jan-2020;8.02878212139914;8.02878212139914;1.013309288473393;2.495998205898681;3.9263305917256615;0.5360640668067254;0.05707996849467812;
21-Jan-2020;8.028780256356686;8.028780256356686;1.0133092808784439;2.495998115667135;3.9263293272113233;0.5360635727699675;0.057079959829816215;
22-Jan-2020;8.028778300033483;8.028778300033483;1.013309272876859;2.4959980210006982;3.9263280008443626;0.5360630545705188;0.057079950741044584;
22-Jan-2020;8.028776247977813;8.028776247977813;1.013309264460115;2.4959979216834767;3.9263266095998364;0.5360625110267508;0.0570799412076351;
22-Jan-2020;8.028774095497488;8.028774095497488;1.0133092555965664;2.4959978174889703;3.9263251503048493;0.5360619408992565;0.05707993120784554;
22-Jan-2020;8.028771837693492;8.028771837693492;1.013309246275723;2.4959977081795635;3.92632361963131;0.5360613428880269;0.0570799207188699;
